number,Q1,Q3,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q8.1,Q8.2,Q8.3,Q18.1,Q18.2,Q18.3,Q18.4,Q18.6,Q18.7,Q18.8,Q18.9,Q18.10,Q18.11,Q20,Q21,Q24,Q28,Q29,Q30,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271,Unnamed: 272,Unnamed: 273,Unnamed: 274,Unnamed: 275,Unnamed: 276,Unnamed: 277,Unnamed: 278,Unnamed: 279,Unnamed: 280,Unnamed: 281,Unnamed: 282,Unnamed: 283,Unnamed: 284,Unnamed: 285,Unnamed: 286,Unnamed: 287,Unnamed: 288,Unnamed: 289,Unnamed: 290,Unnamed: 291,Unnamed: 292,Unnamed: 293,Unnamed: 294,Unnamed: 295,Unnamed: 296,Unnamed: 297,Unnamed: 298,Unnamed: 299,Unnamed: 300,Unnamed: 301,Unnamed: 302,Unnamed: 303,Unnamed: 304,Unnamed: 305,Unnamed: 306,Unnamed: 307,Unnamed: 308,Unnamed: 309,Unnamed: 310,Unnamed: 311,Unnamed: 312,Unnamed: 313,Unnamed: 314,Unnamed: 315,Unnamed: 316,Unnamed: 317,Unnamed: 318,Unnamed: 319,Unnamed: 320,Unnamed: 321,Unnamed: 322,Unnamed: 323,Unnamed: 324,Unnamed: 325,Unnamed: 326,Unnamed: 327,Q11,Q2,Q9,Q7,Q5,Q13,Q14,Q10b,Q4,Q15,Q25,Q26,Q12,Q10a
68078847f4389602556e58b3,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37;39,4,8,1;3,,25,,25;26;31,2;10,1,9;10;11,,,15;16;21
68078848f4389602556e58bb,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,21.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;5,1;9,1,,,,99,5;8;9,1;2,12;14,,9,99
6807884dd4dcc4d3e485152c,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,48.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,3;11,1;2,5,,,99,1,3,,2,,99
6807884ed4dcc4d3e485152d,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36;38,2;4;5,7;8,1,,,,26,1;2;5,1,10,9,7;8,21
6807885ad4dcc4d3e4851545,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,27.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36;38;39,2;4;5,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1;2;3,,25,,25;27;34,5;11,1;2,7;10;13,2,,15
68078870f4389602556e590e,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;37;39;42,2;4;5,1;2;3;4;7;8;9,1;2;3,3;6;13,,35,26;30;31;34,1;2;5,1,10;12;29,3;9;26,,15;18;19;21;24
68078872f4389602556e5912,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,27.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,4;5,1;7,1,,46,,26,5;6;9,3,1;10;29,9;22;26,,15;19
6807888673f071092720e010,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,4,8,1,3;6,,,34,3,3,2,,,21
6807889a5587b8b4e3728d7f,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,1;2;8,1,1,,,99,1,1;2,10;13;15,,,21
6807889d5587b8b4e3728d84,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;40;41;42,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1;2;3,,,35;36;37;38;39;40;41;42,25;26;27;28;29;30;31;32;33;34,2;4;8,1;2,10;11;13,2;14;15,,15;16;17;18;19;20;21;22;23;24
680788a473f071092720e038,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,,3.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1;3,1;2;4;7,1;3,1;2;7,,,29,5;9;11,1;2,3;4;13,4,1;4,15;16;24
680788aef4389602556e596e,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,34.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;41;42,4;5,2;4;6;8;11;12;14,1;2;3,4;6;7,25,,25;28;30,1;6;7,1,,3;14;22,,16;17;22
680788b173f071092720e054,1.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,4.0,,2.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,1.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,11,2,6;13,,40,31,5;10,1,8,14;22,,15
680788c0d4dcc4d3e48515f9,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;37;38,1;3;6,1;2;7;8;11,1;2;3,9;10,,,25;26;27;30;34,1;7;10,2,1;8;29,1;2;9,11,17;18;19;22;23
680788c15587b8b4e3728dba,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,4.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,28.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1;4;5,7,1,,23,,30,2,1,3;6,,,23
680788cdd4dcc4d3e485160b,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39;41;42,3;4;5,2;3;10,1;2;3,,30;32;33,,30;32;33,3;9;10,1;2,1;5;20,,,16;18;19
680788d2d4dcc4d3e4851613,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,20.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;40;41;42,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,2,,,25;26;27;28;29;30;31;32;33;34,1,3,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14,15;16;17;18;19;20;21;22;23;24
680788d373f071092720e07a,1.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,,,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,21.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1;4;5,1;4;9,1,,,,31,5;6;7,1;2,10;13;30,,1;4;9,15
680788f75587b8b4e3728e0f,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,27.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2;4;5,7,1,,,,99,5;10;11,1;2,10,9,7,21
680788fe73f071092720e0b0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37,4,1;2,1,4,25,,25,1,3,1,3;14;15,,18;19
68078902d4dcc4d3e485165c,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,23.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38;39,2;4;6,1,1,,,,28,1;4;8,1;2,3;5;10,,1,16;19
6807890773f071092720e0b9,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,4.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,19.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,9,1,,,,99,1;9,1,11;14;27,,,99
6807890b5587b8b4e3728e2f,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,2.0,20.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2;4;5,8,1,,,,99,3;5;6,1;2,1;10;13,2;14;18,,15;18;21
68078910d4dcc4d3e485166d,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,,4.0,,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,23.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,6,2;6,2,6,15,,26,3,2,10;17,,,15;17
6807891ad4dcc4d3e4851679,2.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36;40;41,4,2;3;4;5;6,1,3,,,34,1,2,4,,4,15
6807891b73f071092720e0cf,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;38;39,3;6,1;3;4;13,1;2;3,,25;27;28,,25;27;28;34,6;9;11,1;2,,1;4;26,,17;18;21;22
680789215587b8b4e3728e48,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2;5,1;4;9,1;2,,34,,34,1;5;8,2,10;13;17,,,15;19
680789225587b8b4e3728e4b,1.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;40;41;42,1;2,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1;2;3,2;5,23;24,,25;26;27;28;29;30;31;32;33;34,3;4;7,1,3;6,2;9,,15;16;17;18;19;20;21;22;23;24
6807893573f071092720e0fc,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,27.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1;5,1;4;7;8;9,1,6,,,27,1;5;8,1;2,10;23,2;9,1;4;7;8;9,21
68078944d4dcc4d3e48516b3,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,1,1;2;3,,,,99,10,1,1;10,,1,15;18;19;21
68078949d4dcc4d3e48516bc,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;37;40,1;2;5,1;2;3;4,1;3,,,35;40,26;27;30;33,4;6;11,2,1;2;8,4;22,,19;20;22;23
6807894bd4dcc4d3e48516c1,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1;9,1,5;9;12,44,,99,1,1;2,10;15;17,,,15;18
6807894d5587b8b4e3728e82,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,24.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,1;7,2,5;6;7,,,99,1;7;11,1,2;26;29,7;19;26,1,19
680789535587b8b4e3728e8c,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;37;41;42,1;4;5,2;3;5,1;2;3,,25;27;30,,25;27;30,1;2;6,1;2,4;10;11,,,16;18;21;22;24
6807896d73f071092720e141,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,29.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;40;41;42,3;4;5,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1;2;3,6;9;12,,,25;26;27;28;29;30;31;32;33;34,5;9,1;2,14;23;27,,1;9,15;16;17;18;19;20;21;22;23;24
680789855587b8b4e3728ec2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;5,1;9,1,5;6,,,99,5;6,1,10;30,,,99
6807899473f071092720e17d,2.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,,,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;5,1;9,1,,,,99,1;2,1,1;10;27,,,15;19
6807899b5587b8b4e3728ee9,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1;4;5,99,1,,,,28,1;6,3,13;15;20,18,,99
680789a35587b8b4e3728ef7,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35;36;37;38;39;40;41;42,1;2;4,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1;2;3,,,35;36;37;38;39;41;42,25;26;27;28;29;30;31;32;33;34,8;9;11,2,2;20,2;4;21,,15;16;17;18;19;20;21;22;23;24
680789a35587b8b4e3728ef9,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,4;5,1;2;3;4;5,1,6;7;9,28,,28,5;6,1,2;13;15,,,17
680789b05587b8b4e3728f05,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2;3;5,8,1,11,,,99,1;2;5,1,10;26;29,2;9;19,8,15;19;21
680789b473f071092720e1a3,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,23.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38;39;40,2;4;6,2;8,1;2,,15;19;21,,25;27;32,1;2;5,1;2,1;5;26,1;7,,15;18;19;21
